modelo_titulo,provincia,kilometraje,combustible,distintivo_ambiental,garantia,cambio_automatico,carroceria,plazas,potencia,puertas,color,precio,vendedor_profesional,consumo_medio,certificado,fecha_extraccion,referencia,marca_sola,mes_matricula,anio_matricula,nombre_vendedor_profesional,peninsula_y_baleares,comunidad
Mustang 5.0 Ti-VCT V8+714 CV+RECARO+KAMERA+LED+,Madrid,23000,Gasolina,C,12.0,True,Pequeño,,714.0,3,GRIS,64900,True,,False,2025-02-18 11:15:17.922326,15231216,FORD,6,2019,GERMACARS MOBILITY,True,Comunidad de Madrid
Mustang 5.0 Ti-VCT V8 GT350 LOOK Shelby,Madrid,41000,Gasolina,C,12.0,False,Pequeño,,450.0,3,NEGRO,43000,True,,False,2025-02-18 11:15:45.618010,15221898,FORD,1,2019,GERMACARS MOBILITY,True,Comunidad de Madrid
Focus 2.3 Ecoboost ST 3,Madrid,89552,Gasolina,C,12.0,False,Berlina,5.0,280.0,5,NEGRO,29690,True,7.6,False,2025-02-18 11:15:53.589509,15036704,FORD,12,2020,GERMACARS MOBILITY,True,Comunidad de Madrid
X4 xDrive 20dA xLine,Granada,25600,Diésel,ECO,24.0,True,Coupe,5.0,190.0,5,AZUL,57900,True,,False,2025-02-18 11:16:00.414864,15227266,BMW,4,2024,FRAMACAR AUTOMOVILES,True,Andalucía
X4 xDrive 20dA,Granada,95800,Diésel,C,12.0,True,Coupe,5.0,190.0,5,ROJO,39490,True,5.0,False,2025-02-18 11:16:07.869053,15304683,BMW,2,2020,FRAMACAR AUTOMOVILES,True,Andalucía
Capri Premium RWD Rango Extendido 77kWh,Vizcaya,2100,Eléctrico,0 EMISIONES,60.0,True,Todo Terreno,5.0,286.0,5,OTROS,41900,True,,True,2025-02-18 11:16:15.306264,15441793,FORD,11,2024,"MINTEGUI SERVICIOS, concesionario oficial Ford",True,País Vasco
Explorer Premium RWD Rango Extendido 77kWh,Vizcaya,2100,Eléctrico,0 EMISIONES,60.0,True,Todo Terreno,5.0,286.0,5,BLANCO,38900,True,,True,2025-02-18 11:16:22.238697,15441792,FORD,11,2024,"MINTEGUI SERVICIOS, concesionario oficial Ford",True,País Vasco
Tucson 1.7 CRDI BLUEDRIVE LINK NAV 2WD 115CV 5P,Málaga,56697,Diésel,,12.0,False,"4x4, SUV o pickup",,115.0,5,BLANCO,18790,True,,True,2025-02-18 11:16:28.911978,15441463,HYUNDAI,12,2018,Onecar.es Málaga,True,Andalucía
CX-3 2.0 Style 2WD Aut. 120,Barcelona,73000,Gasolina,C,12.0,True,Todo Terreno,5.0,120.0,5,BLANCO,15400,True,5.8,False,2025-02-18 11:16:36.017296,11654998,MAZDA,1,2017,C. MIRO MOTOR,True,Cataluña
Outlander PHEV Kaiteki+ 4WD,Madrid,31407,Híbrido Enchufable,0 EMISIONES,18.0,True,Todo Terreno,5.0,224.0,5,OTROS,27890,True,1.8,False,2025-02-18 11:16:42.246511,14853373,MITSUBISHI,8,2019,CONQUERO OCASION MADRID,True,Comunidad de Madrid
Serie 2 M235iA xDrive Gran Coupé,Granada,30000,Gasolina,C,12.0,True,Coupe,5.0,306.0,4,NEGRO,39990,True,6.3,False,2025-02-18 11:16:49.810956,15377387,BMW,11,2020,FRAMACAR AUTOMOVILES,True,Andalucía
Fabia 1.0 TSI Like 70kW,Madrid,47761,Gasolina,C,12.0,False,Berlina,5.0,95.0,5,BLANCO,11990,True,4.6,False,2025-02-18 11:16:59.110655,15441776,SKODA,7,2020,CLICARS MADRID,True,Comunidad de Madrid
Serie 4 420dA Cabrio,Granada,29000,Diésel,ECO,24.0,True,Convertible,4.0,190.0,2,BLANCO,47490,True,4.2,False,2025-02-18 11:17:05.542826,15324940,BMW,4,2024,FRAMACAR AUTOMOVILES,True,Andalucía
Ibiza 1.0 TSI S&S FR XS 110,Madrid,6890,Gasolina,C,12.0,False,Berlina,5.0,110.0,5,BLANCO,16990,True,,False,2025-02-18 11:17:10.906833,15425082,SEAT,11,2023,CLICARS MADRID,True,Comunidad de Madrid
Captur TCe GPF Micro Híbrido Zen EDC 103kW,Madrid,61344,Gasolina,ECO,12.0,True,Todo Terreno,5.0,140.0,5,AZUL,19990,True,,False,2025-02-18 11:17:17.792677,15441774,RENAULT,5,2022,CLICARS MADRID,True,Comunidad de Madrid
Ibiza 1.6TDI CR S&S Reference 95,Madrid,137970,Diésel,C,12.0,False,Berlina,5.0,95.0,5,BLANCO,11690,True,3.7,False,2025-02-18 11:17:24.683532,15441775,SEAT,4,2019,CLICARS MADRID,True,Comunidad de Madrid
Kona EV Tecno 100kW,Madrid,87709,Eléctrico,0 EMISIONES,12.0,True,Todo Terreno,5.0,136.0,5,AZUL,17990,True,,False,2025-02-18 11:17:48.750073,15390505,HYUNDAI,12,2018,CLICARS MADRID,True,Comunidad de Madrid
C3 Aircross BlueHDi S&S You 110,Madrid,17894,Diésel,C,12.0,False,Todo Terreno,5.0,110.0,5,BLANCO,15990,True,,False,2025-02-18 11:17:54.728123,15399537,CITROEN,3,2024,CLICARS MADRID,True,Comunidad de Madrid
A3 Sportback 35TDI Black line,Madrid,63135,Diésel,C,12.0,False,Berlina,5.0,150.0,5,GRIS,28990,True,,False,2025-02-18 11:18:00.638511,15416657,AUDI,2,2022,CLICARS MADRID,True,Comunidad de Madrid
500 1.0 Hybrid Monotrim 52kW,Madrid,23174,Gasolina,ECO,12.0,False,Berlina,4.0,70.0,3,AZUL,10990,True,,False,2025-02-18 11:18:06.161095,15424985,FIAT,5,2023,CLICARS MADRID,True,Comunidad de Madrid
Tucson 1.7CRDI BD Essence 4x2,Madrid,137198,Diésel,C,12.0,False,Todo Terreno,5.0,115.0,5,AZUL,14690,True,4.6,False,2025-02-18 11:18:12.355705,15437869,HYUNDAI,1,2017,CLICARS MADRID,True,Comunidad de Madrid
C3 Aircross Puretech S&S Feel 110,Madrid,81401,Gasolina,C,12.0,False,Todo Terreno,5.0,110.0,5,OTROS,11490,True,5.0,False,2025-02-18 11:18:18.328814,15427655,CITROEN,2,2020,CLICARS MADRID,True,Comunidad de Madrid
C3 Origin 1.2 PureTech S&S Plus 83,Madrid,7400,Gasolina,C,12.0,False,Berlina,5.0,83.0,5,GRIS,13490,True,,False,2025-02-18 11:18:24.816190,15429747,CITROEN,4,2024,CLICARS MADRID,True,Comunidad de Madrid
Tucson 1.6 TGDI 48V Maxx 4x2,Madrid,85139,Gasolina,ECO,12.0,False,Todo Terreno,5.0,150.0,5,BLANCO,20890,True,,False,2025-02-18 11:18:30.362768,15429791,HYUNDAI,5,2022,CLICARS MADRID,True,Comunidad de Madrid
C4 1.5 BlueHDI S&S Feel Pack EAT8 130,Madrid,160239,Diésel,C,12.0,True,Berlina,5.0,130.0,5,BLANCO,14990,True,3.4,False,2025-02-18 11:18:36.186685,15348423,CITROEN,2,2021,CLICARS MADRID,True,Comunidad de Madrid
500 1.0 Hybrid Monotrim 52kW,Madrid,18308,Gasolina,ECO,12.0,False,Berlina,4.0,70.0,3,AZUL,11290,True,,False,2025-02-18 11:18:42.129465,15348427,FIAT,5,2023,CLICARS MADRID,True,Comunidad de Madrid
C4 Picasso 1.2 PureTech S&S Live Edition,Madrid,60375,Gasolina,C,12.0,False,Monovolumen,5.0,130.0,5,ROJO,10390,True,5.0,False,2025-02-18 11:18:48.755920,15377607,CITROEN,3,2016,CLICARS MADRID,True,Comunidad de Madrid
Ioniq PHEV 1.6 GDI Tecno,Madrid,106606,Diésel,,12.0,False,Berlina,,141.0,5,AZUL,16990,True,,False,2025-02-18 11:18:56.477227,15400979,HYUNDAI,12,2019,CLICARS MADRID,True,Comunidad de Madrid
Tucson 1.6 TGDI 48V Tecno Sky 4x2,Madrid,13554,Gasolina,ECO,12.0,False,Todo Terreno,5.0,150.0,5,AZUL,27490,True,,False,2025-02-18 11:19:02.674932,15402371,HYUNDAI,3,2023,CLICARS MADRID,True,Comunidad de Madrid
Q3 35 TDI Advanced S tronic 110kW,Madrid,121275,Diésel,C,12.0,True,Todo Terreno,5.0,150.0,5,GRIS,25490,True,,False,2025-02-18 11:19:08.702478,15407183,AUDI,12,2019,CLICARS MADRID,True,Comunidad de Madrid
C4 X 1.2 PureTech Plus S&S EAT8 130,Madrid,23772,Gasolina,C,12.0,True,Berlina,5.0,130.0,4,GRIS,17490,True,,False,2025-02-18 11:19:15.140868,15408943,CITROEN,2,2024,CLICARS MADRID,True,Comunidad de Madrid
Auris Touring Sports hybrid 140H Active,Madrid,102012,Híbrido,ECO,12.0,True,Familiar,5.0,136.0,5,AZUL,13690,True,4.2,False,2025-02-18 11:19:20.576153,15441790,TOYOTA,2,2016,CLICARS MADRID,True,Comunidad de Madrid
Ibiza 1.0 MPI Evo S&S Reference 80,Madrid,48150,Gasolina,C,12.0,False,Berlina,5.0,80.0,5,BLANCO,13490,True,,False,2025-02-18 11:19:53.061316,15366108,SEAT,11,2021,CLICARS MADRID,True,Comunidad de Madrid
Kadjar 1.5dCi Blue Intens 85kW,Madrid,137842,Diésel,C,12.0,False,Todo Terreno,5.0,115.0,5,NEGRO,15990,True,4.3,False,2025-02-18 11:19:59.837182,15377676,RENAULT,8,2020,CLICARS MADRID,True,Comunidad de Madrid
C-HR 125H Active,Madrid,109273,Híbrido,ECO,12.0,True,Todo Terreno,5.0,122.0,5,GRIS,20290,True,,False,2025-02-18 11:20:05.478459,15377692,TOYOTA,2,2021,CLICARS MADRID,True,Comunidad de Madrid
Mégane 1.2 TCe Energy Tech Road 74kW,Madrid,76068,Gasolina,C,12.0,False,Berlina,5.0,100.0,5,NEGRO,13990,True,5.4,False,2025-02-18 11:20:11.318195,15404412,RENAULT,6,2018,CLICARS MADRID,True,Comunidad de Madrid
Espace Blue dCi Initiale Paris EDC 139kW,Madrid,44318,Diésel,C,12.0,True,Monovolumen,5.0,190.0,5,BLANCO,33990,True,5.5,False,2025-02-18 11:20:18.357240,15425044,RENAULT,8,2021,CLICARS MADRID,True,Comunidad de Madrid
Golf GTE 1.4 TSI,Madrid,99845,Híbrido Enchufable,0 EMISIONES,12.0,True,Berlina,5.0,204.0,5,BLANCO,20990,True,1.6,False,2025-02-18 11:20:24.340065,15425084,VOLKSWAGEN,8,2020,CLICARS MADRID,True,Comunidad de Madrid
Arona 1.0 TSI S&S FR DSG7 XM 110,Madrid,12808,Gasolina,C,12.0,True,Todo Terreno,5.0,110.0,5,BLANCO,20990,True,,False,2025-02-18 11:20:30.790078,15437916,SEAT,9,2023,CLICARS MADRID,True,Comunidad de Madrid
Ibiza 1.0 TSI S&S FR XS 110,Madrid,14673,Gasolina,C,12.0,False,Berlina,5.0,110.0,5,GRIS,16590,True,,False,2025-02-18 11:20:36.731689,15438248,SEAT,11,2023,CLICARS MADRID,True,Comunidad de Madrid
A3 Sportback 35TDI Black line,Madrid,59940,Diésel,C,12.0,False,Berlina,5.0,150.0,5,GRIS,29290,True,,False,2025-02-18 11:20:42.624026,15365502,AUDI,3,2022,CLICARS MADRID,True,Comunidad de Madrid
5008 SUV 1.2 PureTech S&S Allure 130,Madrid,95968,Gasolina,C,12.0,False,Todo Terreno,7.0,130.0,5,AZUL,16990,True,5.2,False,2025-02-18 11:20:47.733357,15440814,PEUGEOT,6,2019,CLICARS MADRID,True,Comunidad de Madrid
Clase GLC 200d 4Matic 9G-Tronic,Madrid,103811,Diésel,C,12.0,True,Todo Terreno,5.0,163.0,5,GRIS,34990,True,5.2,False,2025-02-18 11:20:54.126023,15422462,MERCEDES-BENZ,11,2020,CLICARS MADRID,True,Comunidad de Madrid
2008 1.2 PureTech S&S Allure 100,Madrid,10652,Gasolina,C,12.0,False,Todo Terreno,5.0,100.0,5,AZUL,17490,True,,False,2025-02-18 11:21:00.604355,15422482,PEUGEOT,4,2024,CLICARS MADRID,True,Comunidad de Madrid
208 1.2 Puretech S&S Allure 100,Madrid,7968,Gasolina,C,12.0,False,Berlina,5.0,100.0,5,BLANCO,15290,True,,False,2025-02-18 11:21:07.446474,15422870,PEUGEOT,7,2024,CLICARS MADRID,True,Comunidad de Madrid
i10 1.0 Tecno Blue,Madrid,94552,Gasolina,C,12.0,False,Berlina,5.0,66.0,5,AZUL,7690,True,4.7,False,2025-02-18 11:21:14.341077,15414034,HYUNDAI,4,2014,CLICARS MADRID,True,Comunidad de Madrid
Cayenne E-Hybrid Coupé Aut.,Madrid,55376,Híbrido Enchufable,0 EMISIONES,12.0,True,Coupe,5.0,462.0,5,AZUL,76490,True,3.1,False,2025-02-18 11:21:20.756140,15370550,PORSCHE,12,2019,CLICARS MADRID,True,Comunidad de Madrid
2008 1.2 PureTech S&S Allure 100,Madrid,24708,Gasolina,C,12.0,False,Todo Terreno,5.0,100.0,5,GRIS,17490,True,,False,2025-02-18 11:21:26.365831,15395590,PEUGEOT,3,2024,CLICARS MADRID,True,Comunidad de Madrid
Niro 1.6 HEV Drive 141,Madrid,39055,Híbrido,ECO,12.0,True,Todo Terreno,5.0,141.0,5,BLANCO,25490,True,,False,2025-02-18 11:21:51.371745,15338080,KIA,1,2024,CLICARS MADRID,True,Comunidad de Madrid
Qashqai 1.3 DIG-T mHEV 12V Acenta 4x2 103kW,Madrid,58462,Gasolina,ECO,12.0,False,Todo Terreno,5.0,140.0,5,ROJO,20990,True,,False,2025-02-18 11:21:56.856995,15346284,NISSAN,9,2022,CLICARS MADRID,True,Comunidad de Madrid
408 PureTech 130 Allure EAT8,Madrid,22767,Gasolina,C,12.0,True,Berlina,5.0,130.0,5,AZUL,23990,True,,False,2025-02-18 11:22:04.006658,15364432,PEUGEOT,2,2024,CLICARS MADRID,True,Comunidad de Madrid
500 1.0 Hybrid Monotrim 52kW,Madrid,13931,Gasolina,ECO,12.0,False,Berlina,4.0,70.0,3,NEGRO,11790,True,,False,2025-02-18 11:22:09.927708,15401528,FIAT,4,2024,CLICARS MADRID,True,Comunidad de Madrid
i3 120Ah,Madrid,25910,Eléctrico,0 EMISIONES,12.0,True,Monovolumen,4.0,170.0,5,BLANCO,22590,True,,False,2025-02-18 11:22:16.555922,15407184,BMW,3,2022,CLICARS MADRID,True,Comunidad de Madrid
Kuga 1.5 EcoBoost ST-Line FWD 150,Madrid,53567,Gasolina,C,12.0,False,Todo Terreno,5.0,150.0,5,AZUL,19990,True,5.5,False,2025-02-18 11:22:24.378373,15437868,FORD,7,2022,CLICARS MADRID,True,Comunidad de Madrid
A3 Sportback 30 TFSI S line S tronic,Madrid,39932,Gasolina,ECO,12.0,True,Berlina,5.0,110.0,5,NEGRO,26990,True,,False,2025-02-18 11:23:22.718035,15440120,AUDI,4,2023,CLICARS MADRID,True,Comunidad de Madrid
500 1.0 GSE Lounge,Madrid,80265,Gasolina,ECO,12.0,False,Berlina,4.0,70.0,3,GRIS,10490,True,4.7,False,2025-02-18 11:23:28.853148,15440792,FIAT,2,2020,CLICARS MADRID,True,Comunidad de Madrid
Clio 1.0 TCe 100cv GLP Business,Madrid,145000,Híbrido,ECO,18.0,False,Berlina,,100.0,5,BLANCO,9900,True,,False,2025-02-18 11:24:05.554901,15441842,RENAULT,10,2020,"PINIAUTO MOTOR, S.L (VALDEMORO)",True,Comunidad de Madrid
Ioniq HEV 1.6 GDI Klass,Madrid,98000,Híbrido,ECO,18.0,True,Berlina,5.0,141.0,5,BLANCO,17900,True,3.4,False,2025-02-18 11:24:12.940445,15058932,HYUNDAI,5,2020,"PINIAUTO MOTOR, S.L (VALDEMORO)",True,Comunidad de Madrid
T-Roc 1.6TDI Advance Style,Sevilla,78000,Diésel,C,12.0,False,Todo Terreno,5.0,115.0,5,BLANCO,20750,True,4.2,False,2025-02-18 11:24:19.840608,15441517,VOLKSWAGEN,4,2020,HIPERAUTO CORIA,True,Andalucía
X5 xDrive 50e xLine M Sport Pro,Barcelona,4100,Híbrido Enchufable,0 EMISIONES,36.0,True,Todo Terreno,5.0,489.0,5,GRIS,99500,True,,True,2025-02-18 11:24:26.508846,15441834,BMW,1,2025,DRIVER CARS BCN,True,Cataluña
Qashqai 1.5dCi N-Connecta 4x2 85kW,Sevilla,97000,Diésel,C,12.0,False,Todo Terreno,5.0,115.0,5,NEGRO,19350,True,3.9,False,2025-02-18 11:24:33.374050,15441483,NISSAN,10,2020,HIPERAUTO CORIA,True,Andalucía
A3 Sportback 35TDI Genuine S tronic,Girona,34398,Diésel,C,24.0,True,Berlina,5.0,150.0,5,NEGRO,32500,True,,False,2025-02-18 11:24:39.741964,15440695,AUDI,3,2023,AUDI SELECTION PLUS,True,Cataluña
A5 Sportback 40 TDI Black Limited quattro-ultra S tronic,Girona,32005,Diésel,ECO,24.0,True,Berlina,5.0,204.0,5,BLANCO,56500,True,,False,2025-02-18 11:24:45.581818,15427475,AUDI,10,2023,AUDI SELECTION PLUS,True,Cataluña
Q2 35 TDI Black line edition S tronic 110kW,Girona,4960,Diésel,C,24.0,True,Todo Terreno,5.0,150.0,5,BLANCO,39900,True,,False,2025-02-18 11:24:52.692522,15139472,AUDI,8,2024,AUDI SELECTION PLUS,True,Cataluña
Q3 Sportback 35 TDI S line,Sevilla,76000,Diésel,C,12.0,False,Todo Terreno,5.0,150.0,5,OTROS,32900,True,,False,2025-02-18 11:24:58.361996,15377601,AUDI,1,2021,HIPERAUTO CORIA,True,Andalucía
Zafira 1.9CDTi Enjoy 120,Madrid,380000,Diésel,B,18.0,False,Monovolumen,7.0,120.0,5,GRIS,2499,True,6.1,False,2025-02-18 11:25:03.974444,15438137,OPEL,1,2006,FACIL CAR,True,Comunidad de Madrid
Avenger 1.2 Altitude 100,Sevilla,19000,Gasolina,C,12.0,False,Todo Terreno,5.0,100.0,5,GRIS,21500,True,,False,2025-02-18 11:25:10.508622,15408204,JEEP,5,2024,HIPERAUTO CORIA,True,Andalucía
Tucson 1.6 CRDI 48V Maxx 4x2,Sevilla,79000,Diésel,ECO,12.0,False,Todo Terreno,5.0,136.0,5,BLANCO,23350,True,,False,2025-02-18 11:25:17.390040,15408212,HYUNDAI,1,2022,HIPERAUTO CORIA,True,Andalucía
Range Rover Evoque 1.5 I3 MHEV SE FWD Aut. 160,Alicante,49100,Gasolina,ECO,12.0,True,Todo Terreno,5.0,160.0,5,GRIS,34750,True,6.8,False,2025-02-18 11:25:24.252812,15253552,LAND-ROVER,7,2021,SRK AUTOS,True,Comunidad Valenciana
Arona 1.0 TGI 66KW 90CV XPERIENCE PLUS,Málaga,122000,Gas,ECO,12.0,False,"4x4, SUV o pickup",,90.0,5,NEGRO,15990,True,,False,2025-02-18 11:25:31.635525,15441833,SEAT,11,2021,AUTOMOTOR VELEZ,True,Andalucía
5 1.6 TGDI (14CV) Premium MY2,Madrid,1884,Gasolina,C,18.0,True,"4x4, SUV o pickup",,147.0,5,GRIS,25500,True,,False,2025-02-18 11:25:37.712698,15406668,OMODA,11,2024,Buyndrive - Coslada,True,Comunidad de Madrid
5 1.6 Premium 185,Madrid,715,Gasolina,C,84.0,True,Todo Terreno,5.0,185.0,5,NEGRO,26900,True,,False,2025-02-18 11:25:44.364275,14832486,OMODA,10,2024,Buyndrive - Coslada,True,Comunidad de Madrid
Clio TCe Zen 67kW,Cádiz,32555,Gasolina,C,12.0,False,Berlina,5.0,90.0,5,GRIS,15900,True,,False,2025-02-18 11:26:09.269782,15441855,RENAULT,5,2021,MOTOR ARCOS,True,Andalucía
308 1.2 PureTech Access 82,Madrid,27019,Gasolina,C,12.0,False,Berlina,5.0,82.0,5,BLANCO,9790,True,5.0,False,2025-02-18 11:26:14.840117,15410582,PEUGEOT,1,2017,CLICARS MADRID,True,Comunidad de Madrid
Serie 2 Active Tourer 216d Business,Madrid,119500,Diésel,,12.0,True,Familiar,,116.0,5,NEGRO,16450,True,,False,2025-02-18 11:26:20.990393,15424626,BMW,2,2018,AUTOHOME,True,Comunidad de Madrid
Serie 3 320dA Luxury,Madrid,243000,Diésel,B,12.0,True,Berlina,5.0,184.0,4,OTROS,13450,True,4.4,False,2025-02-18 11:26:26.347814,13078153,BMW,8,2012,AUTOHOME,True,Comunidad de Madrid
Mégane 1.5dCi Dynamique 110,Zaragoza,139000,Diésel,B,12.0,False,Berlina,5.0,110.0,5,BLANCO,7970,True,4.4,False,2025-02-18 11:26:33.243436,13085788,RENAULT,3,2012,Mf Automocion S.L.,True,Aragón
Golf 2.0TDI CR BMT Sport 4Motion 150,Zaragoza,153000,Diésel,C,18.0,False,Berlina,5.0,150.0,5,NEGRO,15340,True,4.7,False,2025-02-18 11:26:38.663737,15440670,VOLKSWAGEN,6,2015,Mf Automocion S.L.,True,Aragón
Rifter Active Pack Std BlueHDi 100CV (N1),Ávila,10,Diésel,,18.0,False,Pequeño,,100.0,5,BLANCO,24900,True,,False,2025-02-18 11:26:43.885620,14852984,PEUGEOT,10,2024,GRUPO SAUGAR,True,Castilla y León
Rafale 1.2 E-Tech Híbrido Esprit Alpine 147kW,Ávila,4510,Híbrido,ECO,18.0,True,Todo Terreno,5.0,200.0,5,AZUL,52900,True,,False,2025-02-18 11:26:51.025484,15371484,RENAULT,5,2024,GRUPO SAUGAR,True,Castilla y León
Symbioz E-TECH Full Hybrid Esprit Alpine 105kW,Ávila,150,Híbrido,ECO,18.0,True,Todo Terreno,5.0,145.0,5,GRIS,37900,True,,False,2025-02-18 11:26:56.946417,14712832,RENAULT,6,2024,GRUPO SAUGAR,True,Castilla y León
Duster 1.2 TCe Extreme 4x2 96kW 48v,Ávila,390,Gasolina,ECO,18.0,False,Todo Terreno,5.0,130.0,5,OTROS,26900,True,,False,2025-02-18 11:27:03.914569,14712750,DACIA,6,2024,GRUPO SAUGAR,True,Castilla y León
308 SW GT Plug-in-hybrid 180CV eEAT8,Ávila,4,Híbrido,ECO,18.0,True,Familiar,,180.0,5,AZUL,41900,True,,False,2025-02-18 11:27:08.738074,14712762,PEUGEOT,3,2024,GRUPO SAUGAR,True,Castilla y León
